image_name,prompt,source
building_29.png,"only with red, a red faceless king portrait, in a red throne room, a red majestic kingdom but decadent, many skeletons, in the style of beksinski, parts by edward hopper, parts by michael sowa, parts by yue minjun, intricate composition by bosch, red by caravaggio, highly quality, highly detailed, masterpiece, red light, artstation, 4 k",diffusiondb/stable-diffusion
building_30.png,"big modern brutalist house on a cliff overlooking a magnificient bay, photo award winning, pritzker winning, wildlife photographer of the year, 8 k, photo film ",diffusiondb/stable-diffusion
building_31.png,"small chubby groot kid, in a pot, yellow eyes, head mandrake!! head with leaves!!! small flowers, in the!! herbology, on the table!!! in greenhouse!!!, in ray of light from the window!!, blender, sharp focus, matte painting, by kinkade, by artgerm ",diffusiondb/stable-diffusion
building_32.png,"5 5 mm macro photo of a house made of a large magical mushroom, with a door and windows, in a magical forest. dof. bokeh. by greg rutkowsky and artgerm. highly detailed 8 k. intricate. lifelike. soft light. cinematic processing ",diffusiondb/stable-diffusion
building_33.png,"5 5 mm macro photo of a house made of a large magical mushroom, with a door and windows, in a magical forest. dof. bokeh. by greg rutkowsky and hr giger. highly detailed 8 k. intricate. lifelike. soft light. cinematic processing ",diffusiondb/stable-diffusion
building_34.png,"horror house on a hill, sinister atmosphere ",diffusiondb/stable-diffusion
building_35.png,"close up of horror house on a hill with a ghost in a window, sinister atmosphere ",diffusiondb/stable-diffusion
building_36.png,"5 5 mm macro close up photo of a house made of a large magical amanita muscaria mushroom, with a door and windows, in a magical forest. dof. bokeh. by artgerm and luis royo. highly detailed 8 k. intricate. lifelike. soft light. cinematic processing ",diffusiondb/stable-diffusion
building_37.png,"5 5 mm macro photo of a house made of a large magical amanita muscaria mushroom, with a door and windows, in a magical forest. dof. bokeh. by artgerm and luis royo. highly detailed 8 k. intricate. lifelike. soft light. cinematic processing ",diffusiondb/stable-diffusion
building_38.png,"5 5 mm macro photo of a house made off a large magical mushroom, with door and windows, at night, in a magical forest. dof. bokeh. by greg rutkowsky. highly detailed 8 k. intricate. lifelike. soft light. cinematic processing ",diffusiondb/stable-diffusion
building_39.png,"only with red, a red faceless king, in a red throne room, a red majestic kingdom but decadent, many skeletons, in the style of beksinski, parts by edward hopper, parts by michael sowa, parts by yue minjun, intricate and mindblowing composition by bosch, red by caravaggio, high quality, high details, masterpiece, red light, artstation,",diffusiondb/stable-diffusion
building_40.png,"vintage suitcases on a gravelly path in a garden in front of a medieval brick building, butler holding a suitcase hurrying down a stone staircase to the garden. 9 0 s disney art. ",diffusiondb/stable-diffusion
building_41.png,monkey doing linkbuilding for a website with banana ,diffusiondb/stable-diffusion
building_42.png,"8 k dslr photo render of a elaborate stuffy living room, beautiful furnishings, dramatic lighting, volumetric lighting, deep colors, reflections, shadows, sunbeams, atmosphere, vibe, raytracing, very detailed ",diffusiondb/stable-diffusion
building_43.png,"wet plate photograph, bob dylan, victorian era boiler room, coal dust, realistic ",diffusiondb/stable-diffusion
building_44.png,"wet plate photograph of bob dylan wearing a wizard hat, victorian era boiler room, coal dust, distressed, burnt, realistic ic 1 2. 0 ",diffusiondb/stable-diffusion
building_45.png,"wet plate photograph of bob dylan wearing a wizard hat, victorian era boiler room, coal dust, distressed, burnt, realistic ",diffusiondb/stable-diffusion
building_46.png,"wet plate photograph of bob dylan hugging himself, victorian era boiler room, coal dust, burnt, realistic ",diffusiondb/stable-diffusion
building_47.png,"' art nouveau facade building in autumn season, colorful light, cityscape, painting'",diffusiondb/stable-diffusion
building_48.png,"wlop and krenz cushart and alfons mucha detailed full character portrait digital concept of a beautiful woman as a doctor smoking a cigarette, beside a hospital bed, in a hospital ward room, sunbeam, unreal engine, hyperrealism, cinematic composition, blender render, octane render, detailed textures, 8 5 mm lens, autochrome lumiere ",diffusiondb/stable-diffusion
building_49.png,"very close - up gorgeous japanese av idol schoolgirl face, 4 k 8 k huhd 1 6 k instagram photo at behance, epic cinematic movie shot, hollywood. kodak portra, fujifilm superia. adobe lightroom, photoshop, pixlr, affinity, luminar ",diffusiondb/stable-diffusion
building_50.png,"photo realistic, tree house city, surrounded by jungle, studio ghibli, soft atmosphere, exotic plants, magic, ",diffusiondb/stable-diffusion
building_51.png,"5 5 mm of a red cap mushroom house with a door and windows, in the forest. dof. bokeh. by greg rutkowsky. highly detailed 8 k. intricate. lifelike. soft light. nikon d 8 5 0. cinematic post - processing ",diffusiondb/stable-diffusion
building_52.png,"5 5 mm of a red cap mushroom house with a door and windows, in the forest. dof. bokeh. by greg rutkowsky. highly detailed 8 k. intricate. lifelike. soft light. nikon d 8 5 0. cinematic post - processing ",diffusiondb/stable-diffusion
building_53.png,"ruins jungle symmetrical center archway, dark, moonlit, moths, mushrooms, magical atmosphere, celestial, ominous ",diffusiondb/stable-diffusion
building_54.png,a building in a stunning landscape by Alex Webb,diffusiondb/stable-diffusion
building_55.png,Interior view of an ancient library with mahogany wood shelves,diffusiondb/stable-diffusion
building_56.png,a building in a stunning landscape by Christopher Anderson,diffusiondb/stable-diffusion
building_57.png,"A realistic detailed matte painting of a giant empty room with yellow walls, bushes, glass reflections, a little pile of eggs in the corner, yellow particles, by Édouard Manet, Rembrandt, detailed light, realistic shaders, trending on artisation, detailed textures, detailed, realistic, trending on artisation, trending on realism.",diffusiondb/stable-diffusion
building_58.png,a detached house in england with offwhite render and a blue alumium front door. Grey gravel drive and a red ve golf car in the drive,diffusiondb/stable-diffusion
building_59.png,"M.C. Escher building, downtown New York. Photorealistic",diffusiondb/stable-diffusion
building_60.png,"M.C. Escher designed my home. M.C. Escher architecture, M.C. Escher design. Photorealistic",diffusiondb/stable-diffusion
building_61.png,"Abandoned building interior, dimly lit",diffusiondb/stable-diffusion
building_62.png,atmospheric polaroid photo of a snowy taiga growing in an office building,diffusiondb/stable-diffusion
building_63.png,"a anthropomorphic wolf in black jedi robes wielding a lightsaber with a red blade, standing on top of the tallest building in a cyberpunk city at night while it rains. Neon light. Renowned character illustration by greg rutkowski, thomas kindkade, alphonse mucha, loish, norman rockwell. Trending on Artstation.",diffusiondb/stable-diffusion
building_64.png,a smiling happy cat outside a house as drawn by a young child using colorful crayons,diffusiondb/stable-diffusion
building_65.png,"horse on top of an apartment building, ultra realistic, professional photoshoot, sigma lens",diffusiondb/stable-diffusion
building_66.png,"A holographic portrait of a bad guy , older male , smoking a cigar  , tron , inside the machine , red  , max headroom ,by Stanley Artgerm Lau, Greg Rutkowski, Thomas Kinade ,Alphonse Mucha, Loish, Norman Rockwell ,trending on artstation , rule of thirds, golden ratio ,HD 4k  ",diffusiondb/stable-diffusion
building_67.png,"inside a gothic library but the ground are submerged in water and the night sky is under its roof, wide range shot, dreamy mood, cinematic ambiance, John Williams Waterhouse, wlop, artstation inspiration, pinterest,",diffusiondb/stable-diffusion
building_68.png,House of my dream but it's made of vegetables and forks,diffusiondb/stable-diffusion
building_69.png,"Dark red paper with intricate designs,tarot card ,a mandelbulb fractal southeast asian buddha statue,full of golden layers, flowers, cloud, vines, mushrooms, swirles, curves, wave,by Hokusai and Mike Mignola, trending on artstation,elaborate dark red ink illustration",diffusiondb/stable-diffusion
building_70.png,Courtroom photograph of Big Foot testifying against a hunter,diffusiondb/stable-diffusion
building_71.png,"Elizabeth olsen angry and pointing with red shirt acting, backrooms, cinematic shot, cinestill 800 t",diffusiondb/stable-diffusion
building_72.png,"Elizabeth olsen angry and pointing with red shirt acting, backrooms, cinematic shot, cinestill 800 t",diffusiondb/stable-diffusion
building_73.png,"scenic view of a merchant street intersection in a fantasy kasbah, simple adobe houses, dense architecture, colorful crowd, huge temple in the background with a round roof, at night, set in the nevada desert, Academic detailed painting by craig mullins and thomas kinkade and james gurney",diffusiondb/stable-diffusion
building_74.png,"scenic view of a merchant street intersection in a kasbah, simple adobe houses, dense architecture, colorful crowd, huge temple in the background with a round roof, at night, stars visible in the sky, set in the nevada desert, flat desert, Academic detailed painting by craig mullins and thomas kinkade and james gurney",diffusiondb/stable-diffusion
building_75.png,"view of a merchant street intersection in a kasbah, simple adobe houses, dense pueblo architecture, colorful crowd, huge temple in the background with a round roof, at night, stars visible in the sky, set in the nevada desert, flat desert, clean horizon no mountains, Detailed matte painting by craig mullins and thomas kinkade and james gurney trending on artstation-W 832",diffusiondb/stable-diffusion
building_76.png,"the dark lord spoonfork, he is a cloaked figure with spoon and fork shoulder pads, he is sitting in a throne room holding a trident made out of knives 8k",diffusiondb/stable-diffusion
building_77.png,"film still from Saving Private Ryan of Daniel Radcliffe storming Normandy beach, while riding a magic broom",diffusiondb/stable-diffusion
building_78.png,"regal dreams of an ethereal baroque interior. bright, lens flare",diffusiondb/stable-diffusion
building_79.png,"House under renovation. The worker is muscular and has one eye with a red pupil in the middle of his face, like a cyclops. Painting by Alex Colville, Piero della Francesca.",diffusiondb/stable-diffusion
building_80.png,"a dingo who is a psychedelic music DJ. He has a house for a body. There are candles all around. He is tripping on LSD. Light is reminiscent of a foul smell. Cinematic. Word salad, realistic, detailed.",diffusiondb/stable-diffusion
building_81.png,"Muscular workers renovating a house. Painting by Alex Colville, Piero della Francesca, Max Ernst.",diffusiondb/stable-diffusion
building_82.png,photograph of ancient sumerians constructing an enormous monument in the shape of a cheeseburger. the monument is a place of worship of the cheeseburger religion. The people are building the monument piece by piece. 4k highly detailed,diffusiondb/stable-diffusion
building_83.png,"Panorama hyper detailed full-color slightly desaturated painting of a polluted cyberpunk cityscape with art nouveau styled architecture and late night futuristic aesthetics, 8 mm, extremely detailed, mixed media style illustration, artstation, line art, smooth, sharp focus, illustration, hyperrealism, photorealism, 8k art by bill sienkiewicz, greg rutkowski and thomas kinkade",diffusiondb/stable-diffusion
building_84.png,"a dingo who is a psychedelic music DJ. He has a house for a body. There are candles all around. He is tripping on LSD. Highly detailed, Cinematic. Cartoon style. 4k, Realistic, detailed.",diffusiondb/stable-diffusion
building_85.png,"realistic detailed landscape painting a single edward hopper house in a plain field, single ufo in the sky, futuristic sci-fi forest on background by Jean Delville, Amano, Yves Tanguy, Alphonse Mucha, Ernst Haeckel, Edward Robert Hughes, Roger Dean, rich moody colours, blue eyes",diffusiondb/stable-diffusion
building_86.png,"realistic detailed landscape painting a single house in a plain field, single ufo in the sky, futuristic sci-fi forest on background by Jean Delville, Amano, Yves Tanguy, Alphonse Mucha, Ernst Haeckel, Edward Robert Hughes, Roger Dean, rich moody colours, blue eyes",diffusiondb/stable-diffusion
building_87.png,"The muscular worker renovating a house. Painting by Alex Colville, Piero della Francesca, Max Ernst.",diffusiondb/stable-diffusion
building_88.png,"realistic detailed landscape painting a single edward hopper house in a plain field, single ufo in the sky, futuristic sci-fi forest on background by Jean Delville, Amano, Yves Tanguy, Alphonse Mucha, Ernst Haeckel, Edward Robert Hughes, Roger Dean, rich moody colours, blue eyes",diffusiondb/stable-diffusion
building_89.png,"a city with building made of twisted trees and thorny vines with glowing flowers, dark, moody, creepy, concept art",diffusiondb/stable-diffusion
building_90.png,"realistic detailed portrait painting of a ghost farmer, single house in a plain field and single ufo in the background, futuristic sci-fi forest by Jean Delville, Amano, Yves Tanguy, Alphonse Mucha, Ernst Haeckel, Edward Robert Hughes, Roger Dean, rich moody colours, blue eyes",diffusiondb/stable-diffusion
building_91.png,"hidden city in a forest with building made of twisting trees with homes attached, thorny, glowing windows, glowing flowers, dark, moody, creepy, concept art",diffusiondb/stable-diffusion
building_92.png,"a cyberpunk overpowered computer. Overclocking, watercooling, custom computer, cyber, mat black metal, orange neon stripes, alienware, futuristic design, Beautiful dramatic dark moody tones and lighting, Ultra realistic details, cinematic atmosphere, studio lighting, shadows, dark background, dimmed lights, industrial architecture, Octane render, realistic 3D, photorealistic rendering, 8K, 4K, computer setup, intricate details",diffusiondb/stable-diffusion
building_93.png,"a cyberpunk overpowered computer. Overclocking, watercooling, custom computer, cyber, mat black metal, orange neon stripes, alienware, futuristic design, Beautiful dramatic dark moody tones and lighting, Ultra realistic details, cinematic atmosphere, studio lighting, shadows, dark background, dimmed lights, industrial architecture, Octane render, realistic 3D, photorealistic rendering, 8K, 4K, computer setup, highly detailed, desktop computer, desk, table",diffusiondb/stable-diffusion
building_94.png,"a cyberpunk overpowered computer. Overclocking, watercooling, custom computer, cyber, mat black metal, alienware, futuristic design, Beautiful dramatic dark moody tones and lighting, Ultra realistic details, cinematic atmosphere, studio lighting, shadows, dark background, dimmed lights, industrial architecture, Octane render, realistic 3D, photorealistic rendering, 8K, 4K, computer setup, highly detailed, desktop computer, desk, table, ikea",diffusiondb/stable-diffusion
building_95.png,"a cyberpunk overpowered computer. Overclocking, watercooling, custom computer, cyber, mat black metal, alienware, futuristic design, Beautiful dramatic dark moody tones and lighting, Ultra realistic details, cinematic atmosphere, studio lighting, shadows, dark background, dimmed lights, industrial architecture, Octane render, realistic 3D, photorealistic rendering, 8K, 4K, computer setup, highly detailed, desktop computer, desk, home office, whole room ",diffusiondb/stable-diffusion
building_96.png,"a cyberpunk overpowered computer. Overclocking, watercooling, custom computer, cyber, mat black metal, alienware, futuristic design, desktop computer, desk, home office, whole room, minimalist, Beautiful dramatic dark moody tones and lighting, Ultra realistic details, cinematic atmosphere, studio lighting, shadows, dark background, dimmed lights, industrial architecture, Octane render, realistic 3D, photorealistic rendering, 8K, 4K, computer setup, highly detailed ",diffusiondb/stable-diffusion
building_97.png,"urban landscape. red buildings, chimneys S-32768",diffusiondb/stable-diffusion
building_98.png,a human cat bought my house with fiat and bit my uncles ankle,diffusiondb/stable-diffusion
building_99.png,"urban landscape. red buildings, chimneys",diffusiondb/stable-diffusion
building_100.png,"a cyberpunk overpowered computer. Overclocking, watercooling, custom computer, cyber, mat black metal, alienware, futuristic design, desktop computer, desk, home office, whole room, minimalist, Beautiful dramatic dark moody tones and lighting, orange neon, Ultra realistic details, cinematic atmosphere, studio lighting, shadows, dark background, dimmed lights, industrial architecture, Octane render, realistic 3D, photorealistic rendering, 8K, 4K, computer setup, highly detailed",diffusiondb/stable-diffusion
building_101.png,"a cyberpunk overpowered computer. Overclocking, watercooling, custom computer, cyber, mat black metal, alienware, futuristic design, desktop computer, desk, home office, whole room, minimalist, Beautiful dramatic dark moody tones and lighting, orange neon, Ultra realistic details, cinematic atmosphere, studio lighting, shadows, dark background, dimmed lights, industrial architecture, Octane render, realistic 3D, photorealistic rendering, 8K, 4K, computer setup, highly detailed",diffusiondb/stable-diffusion
building_102.png,"urban landscape. red buildings, chimneys, Magritte style",diffusiondb/stable-diffusion
building_103.png,"round mud house, with many round windows and tree branches protruding from it",diffusiondb/stable-diffusion
building_104.png,"mound mud house with the texture of cheese, spikes branches protruding from it, organic, natural",diffusiondb/stable-diffusion
building_105.png,"realistic! photoshoot for a new nike lookbook, color film photography, portrait of a beautiful woman, location in a apartment, highly detailed, 8K, in style of tyler mitchell, 35mm",diffusiondb/stable-diffusion
building_106.png,"masterpiece of beautiful hands close to a candle in dark room, cinematic, powerful, moon beams, dramatic light, highly intricate, gold elements",diffusiondb/stable-diffusion
building_107.png,monumental_Dwarven_fortress_in_the_mountains__dwarven_architecture__art_deco__photorealistic__hyper_detailed__volumetric_lighting__thomas_kin_-W_768_-n_4_-i_-S_2468120922,diffusiondb/stable-diffusion
building_108.png,"a cyberpunk overpowered computer. Overclocking, watercooling, custom computer, cyber, mat black metal, alienware, Cyborg R.A.T 7, futuristic design, desktop computer, desk, home office, whole room, minimalist, Beautiful dramatic dark moody tones and lighting, orange neon, Ultra realistic details, cinematic atmosphere, studio lighting, shadows, dark background, dimmed lights, industrial architecture, Octane render, realistic 3D, photorealistic rendering, 8K, 4K, computer setup, highly detailed",diffusiondb/stable-diffusion
building_109.png,"A brain house brain of nouveau style, made of crinkled paper and two toned lines",diffusiondb/stable-diffusion
building_110.png,"a cyberpunk overpowered computer. Overclocking, watercooling, custom computer, cyber, mat black metal, alienware, futuristic design, desktop computer, desk, home office, whole room, minimalist, Beautiful dramatic dark moody tones and lighting, orange neon, Ultra realistic details, cinematic atmosphere, studio lighting, shadows, dark background, dimmed lights, industrial architecture, Octane render, realistic 3D, photorealistic rendering, 8K, 4K, Cyborg R.A.T 7, Republic of Gamer, computer setup, highly detailed",diffusiondb/stable-diffusion
building_111.png,"a galactic overpowered computer. Overclocking, watercooling, custom computer, cyber, mat black metal, alienware, galactic design, desktop computer, desk, home office, whole room, minimalist, Beautiful dramatic dark moody tones and lighting, space color neon, Ultra realistic details, cinematic atmosphere, studio lighting, shadows, dark background, dimmed lights, industrial architecture, Octane render, realistic 3D, photorealistic rendering, 8K, 4K, Cyborg R.A.T 7, Republic of Gamer, computer setup, highly detailed",diffusiondb/stable-diffusion
building_112.png,"a cyberpunk overpowered computer. Overclocking, watercooling, custom computer, cyber, mat black metal, alienware, futuristic design, desktop computer, desk, home office, whole room, minimalist, Beautiful dramatic dark moody tones and lighting, orange neon, Ultra realistic details, cinematic atmosphere, studio lighting, shadows, dark background, dimmed lights, industrial architecture, Octane render, realistic 3D, photorealistic rendering, 8K, 4K, nebula, galactic, space, Cyborg R.A.T 7, Republic of Gamer, computer setup, highly detailed",diffusiondb/stable-diffusion
building_113.png,"close-up of a woman with mushrooms growing from her face, historic photograph, H. R. Giger, horror, black and white, dark",diffusiondb/stable-diffusion
building_114.png,"simple fantasy map, the land of Odrua, world of Lute, by JRR Tolkien and Brian Froud, Vatican Map Room, fantasy concept painting, Magic The Gathering Art, trending on art station, showing kingdoms, oceans, continents",diffusiondb/stable-diffusion
building_115.png,"lightning angel character portrait, Asian face, cinematic lighting, glowing golden eyes, hyper-detailed, cgsociety, 8k, high resolution, in the style of Charlie Bowater, Tom Bagshaw, Artgerm, single face, symmetrical, headshot photograph, insanely detailed and intricate, beautiful, elegant, watercolor, cinematic, portrait, Raphaelite, headroom, artstation",diffusiondb/stable-diffusion
building_116.png,"A painting by Leonardo da Vinci of a city with tall buildings being overun by owls, dramatic lighting, cinematic, sunny day",diffusiondb/stable-diffusion
building_117.png,"a cyberpunk overpowered computer. Overpower, Overclocking, cyber, mat black metal, orange racing stripes, alienware, Beautiful dramatic dark moody tones and lighting, Ultra realistic details, cinematic atmosphere, studio lighting, shadows, dark background, dimmed lights, industrial architecture, Octane render, realistic 3D, photorealistic rendering, 8K, computer setup, intricate details",diffusiondb/stable-diffusion
building_118.png,"leonardo da vinci intricate full page scan blueprint of concept art dark mushroom, with tourist decks on grey paper sketch ink style with dark background,ultra-detailed technical precision, mixed media with white and silver lines, realistic composition, point of interest at golden ratio, light from right, more darkness on the bottom, high quality of sketching with subtle hairlines, highly detailed rounded forms, inside out and outside in, octane render",diffusiondb/stable-diffusion
building_119.png,"a cyberpunk overpowered computer. Overclocking, watercooling, custom computer, cyber, mat black metal, orange neon stripes, alienware, Beautiful dramatic dark moody tones and lighting, Ultra realistic details, cinematic atmosphere, studio lighting, shadows, dark background, dimmed lights, industrial architecture, Octane render, realistic 3D, photorealistic rendering, 8K, computer setup, intricate details",diffusiondb/stable-diffusion
building_120.png,"a futuristic Walgreens Store, Blade Runner 2049 colors, hyper realistic, cinematic atmosphere, industrial architecture, Octane render, realistic 3D, photorealistic rendering, 8K, intricate details",diffusiondb/stable-diffusion
building_121.png,"a futuristic Walgreens Store, Blade Runner 2049 colors, hyper realistic, cinematic atmosphere, industrial architecture, Octane render, realistic 3D, photorealistic rendering, 8K, intricate details",diffusiondb/stable-diffusion
building_122.png,"a futuristic Walgreens Store, Blade Runner 2049 colors, hyper realistic, cinematic atmosphere, industrial architecture, Octane render, realistic 3D, photorealistic rendering, 8K, intricate details",diffusiondb/stable-diffusion
building_123.png,"a cyberpunk overpowered computer. Overclocking, watercooling, custom computer, cyber, mat black metal, orange neon stripes, alienware, futuristic design, Beautiful dramatic dark moody tones and lighting, Ultra realistic details, cinematic atmosphere, studio lighting, shadows, dark background, dimmed lights, industrial architecture, Octane render, realistic 3D, photorealistic rendering, 8K, 4K, computer setup, intricate details",diffusiondb/stable-diffusion
building_124.png,a house made of a long hair and taxidermy parts,diffusiondb/stable-diffusion
building_125.png,hatsune miku being sued for tax fraud courtroom sketch,diffusiondb/stable-diffusion
building_126.png,a house made of a long hair and taxidermy parts,diffusiondb/stable-diffusion
building_127.png,an exterior view of a house made of a long hair and taxidermy parts,diffusiondb/stable-diffusion
building_128.png,"a cyberpunk overpowered computer. Overclocking, watercooling, custom computer, cyber, mat black metal, orange neon stripes, alienware, Beautiful dramatic dark moody tones and lighting, Ultra realistic details, cinematic atmosphere, studio lighting, shadows, dark background, dimmed lights, industrial architecture, Octane render, realistic 3D, photorealistic rendering, 8K, computer setup, intricate details",diffusiondb/stable-diffusion
building_129.png,"a magnificent infinite baroque spiral library, spiral stairs, spiral architecture, wave architecture, epic composition, magical atmosphere, rays of light, dust light, fantasy, photo realistic",diffusiondb/stable-diffusion
building_130.png,green red blue yellow pink violet orange teal magenta black white gray car drive grayscale gray black and white people wedding rug tile brown officer suit driving children girl women sports nike bed wood pillow people standing building in background floor,diffusiondb/stable-diffusion
